,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2052,chr2,StringTie,transcript,171522474,171558129,+,CYBRD1,NM_001127383.2,SRR19969244,35655,HER2+,171554649,171558129,3480,3480,0,8.15478757276852,no change,8128.70133108653,-1.53346423330691,0.342485453208799,-4.47745800278418,7.55370812275905e-06,0.0004001121374118
2085,chr14,StringTie,transcript,22564907,22589224,-,DAD1,NM_001344.4,SRR19969243,24317,HER2+,22564906,22565137,231,231,0,5.442417710521793,no change,3663.40647753207,0.586547999022546,0.202552161256316,2.89578741290402,0.0037820851605214,0.0433283815568226
2089,chr15,StringTie,transcript,63907036,64046485,-,DAPK2,NM_014326.5,SRR19969245,139449,HER2+,63907035,63908519,1484,1484,0,7.302496423727326,no change,269.990780637602,-1.03506471040398,0.346207182805829,-2.98972627319665,0.0027922754904258,0.0352582958809799
2095,chr16,StringTie,transcript,90004871,90009004,-,DBNDD1,NM_001371581.1,SRR19969246,4133,HER2+,90004870,90006334,1464,1464,0,7.288927694521257,no change,481.034286476673,1.40843739044705,0.398418170896085,3.53507318021998,0.0004076622421031,0.0088086694021089
2096,chr16,StringTie,transcript,90004871,90019456,-,DBNDD1,NM_001042610.3,SRR19969246,14585,HER2+,90004870,90006334,1464,1464,0,7.288927694521257,no change,517.834193389577,1.42628305351627,0.400067027434049,3.56511023331307,0.0003637032931159,0.0081191766006029
2097,chr16,StringTie,transcript,90004871,90019890,-,DBNDD1,NM_001288709.2,SRR19969246,15019,HER2+,90004870,90006334,1464,1464,0,7.288927694521257,no change,527.09935404505,1.40332147356083,0.396798497288912,3.53660984895076,0.0004052979128649,0.0087694221045214
2113,chr17,StringTie,transcript,45023338,45061129,-,DCAKD,NM_001288654.2,SRR19969243,37791,HER2+,45023337,45024432,1095,1095,0,6.9985096422506015,no change,770.772958990312,-0.773758115180259,0.221627714681497,-3.49125160764408,0.0004807632700772,0.009865394841307
2114,chr17,StringTie,transcript,45023344,45061131,-,DCAKD,NM_024819.7,SRR19969243,37787,HER2+,45023343,45024432,1089,1089,0,6.9930151229329605,no change,770.772958990312,-0.773758115180259,0.221627714681497,-3.49125160764408,0.0004807632700772,0.009865394841307
2115,chr17,StringTie,transcript,45023344,45051632,-,DCAKD,NM_001128631.3,SRR19969243,28288,HER2+,45023343,45024432,1089,1089,0,6.9930151229329605,no change,768.975963565391,-0.784786752514249,0.22402684846292,-3.50309241012308,0.000459889885034,0.0095658590449008
2152,chr1,StringTie,transcript,161120974,161132667,-,DEDD,NM_001039711.2,SRR19969245,11693,HER2+,161120973,161122146,1173,1173,0,7.067319848653476,no change,1010.88487356596,0.319513660962699,0.106614655288612,2.99690188086953,0.0027273848191995,0.034623061937812
2153,chr1,StringTie,transcript,161120977,161132783,-,DEDD,XM_005245600.3,SRR19969245,11806,HER2+,161120976,161122146,1170,1170,0,7.064759027791802,no change,1014.63696770746,0.324036100574703,0.104918592859299,3.08845259685528,0.0020120178940024,0.0276061184413397
2155,chr16,StringTie,transcript,89948755,89959366,+,DEF8,NM_001242821.2,SRR19969243,10611,HER2+,89959235,89959366,131,131,0,4.875197323201151,no change,404.835743710262,0.578360030946208,0.160526039158399,3.60290476223306,0.0003146808482593,0.0073517026057039
2157,chr1,StringTie,transcript,224183240,224193441,+,DEGS1,NM_003676.4,SRR19969243,10201,HER2+,224192478,224193441,963,963,0,6.870053411798126,no change,2623.8636011766,0.952338305645259,0.325616951354411,2.92471967962352,0.0034476663797352,0.0406474754518821
2158,chr1,aptardi,transcript,224183240,224193231,+,DEGS1,NM_003676.4,SRR19969244,9991,HER2+,224192478,224193441,753,963,-210,6.6240652277998935,shorter,2623.8636011766,0.952338305645259,0.325616951354411,2.92471967962352,0.0034476663797352,0.0406474754518821
2159,chr1,StringTie,transcript,224183680,224193441,+,DEGS1,NM_001321542.2,SRR19969244,9761,HER2+,224192478,224193441,963,963,0,6.870053411798126,no change,2603.36736152613,0.957617951804827,0.323579853223558,2.95944862532346,0.0030819008350377,0.037851442469929
2160,chr1,aptardi,transcript,224183680,224193231,+,DEGS1,NM_001321542.2,SRR19969244,9551,HER2+,224192478,224193441,753,963,-210,6.6240652277998935,shorter,2603.36736152613,0.957617951804827,0.323579853223558,2.95944862532346,0.0030819008350377,0.037851442469929
2199,chr14,StringTie,transcript,101561351,101563452,+,DIO3,NM_001362.3,SRR19969243,2101,HER2+,101562411,101563452,1041,1041,0,6.947937068614969,no change,51.2429283836926,-1.82590484847576,0.478544460930224,-3.81553857070345,0.0001358862271686,0.0038919396240483
2228,chr19,StringTie,transcript,35497220,35510470,-,DMKN,NM_001126059.4,SRR19969243,13250,HER2+,35497219,35497538,319,319,0,5.765191102784844,no change,424.167832417329,-1.47238669173234,0.512576991667198,-2.87251811077842,0.0040721473753216,0.0454644405575067
2229,chr19,StringTie,transcript,35497220,35510471,-,DMKN,XM_024451779.1,SRR19969243,13251,HER2+,35497219,35497538,319,319,0,5.765191102784844,no change,422.511791121311,-1.46685239882941,0.512305647558494,-2.86323683102074,0.0041933699972298,0.0465015493516974
2242,chr10,StringTie,transcript,67811208,67838188,-,DNAJC12,NM_201262.2,SRR19969244,26980,HER2+,67811207,67811496,289,289,0,5.666426688112432,no change,137.482763855159,-2.23845401507925,0.724417342861569,-3.09000610923669,0.0020015237833725,0.0275120339156172
2260,chr19,StringTie,transcript,12875209,12881449,-,DNASE2,NM_001375.3,SRR19969243,6240,HER2+,12875208,12875989,781,781,0,6.660575149839686,no change,1801.0247628862,0.820078854339063,0.260466059112386,3.14850563307066,0.0016410756039907,0.0238696143236214
2261,chr19,aptardi,transcript,12875364,12881449,-,DNASE2,NM_001375.3,SRR19969243,6085,HER2+,12875208,12875989,626,781,-155,6.439350371100098,shorter,1801.0247628862,0.820078854339063,0.260466059112386,3.14850563307066,0.0016410756039907,0.0238696143236214
2273,chr11,StringTie,transcript,119096505,119101857,-,DPAGT1,XM_017017295.1,SRR19969245,5352,HER2+,119096504,119096997,493,493,0,6.20050917404269,no change,856.481293706699,0.600048728829481,0.183279726107732,3.27395037941496,0.00106055233017,0.0174746811611772
2274,chr11,StringTie,transcript,119096505,119101878,-,DPAGT1,XM_005271422.3,SRR19969244,5373,HER2+,119096504,119096997,493,493,0,6.20050917404269,no change,905.737354986313,0.551708907013873,0.178384607226603,3.09280557101563,0.0019827399069793,0.0273526963867917
2302,chr15,StringTie,transcript,49621048,49656232,+,DTWD1,NM_001144955.2,SRR19969244,35184,HER2+,49643578,49656232,12654,12654,0,9.44572864970683,no change,627.973397150805,-0.919670801184474,0.235226840579516,-3.90971880130146,9.24036248095241e-05,0.0029320438578464
2303,chr15,aptardi,transcript,49621048,49643730,+,DTWD1,NM_001144955.2,SRR19969244,22682,HER2+,49643578,49656232,152,12654,-12502,5.0238805208462765,shorter,627.973397150805,-0.919670801184474,0.235226840579516,-3.90971880130146,9.24036248095241e-05,0.0029320438578464
2304,chr15,StringTie,transcript,49621032,49654448,+,DTWD1,XM_011521815.2,SRR19969245,33416,HER2+,49653891,49654448,557,557,0,6.322565239927284,no change,408.492752630358,-0.895976015480403,0.205397383845815,-4.36215884888281,1.28785307088341e-05,0.0006219489900147
2309,chr2,StringTie,transcript,241675747,241686815,-,DTYMK,NM_001320902.2,SRR19969246,11068,HER2+,241675746,241676126,380,380,0,5.940171252720432,no change,824.897563505431,0.976869442892907,0.162627055721054,6.00680765301737,1.8921176248021603e-09,4.86426206893416e-07
2310,chr17,StringTie,transcript,82057877,82065815,-,DUS1L,XM_024450868.1,SRR19969246,7938,HER2+,82057876,82058235,359,359,0,5.883322388488279,no change,2222.82080211858,0.410433773132439,0.128214475340677,3.20115004208284,0.0013688023513486,0.0210678396049248
2311,chr17,StringTie,transcript,82057880,82065815,-,DUS1L,XM_024450870.1,SRR19969246,7935,HER2+,82057879,82058114,235,235,0,5.459585514144159,no change,2205.4015055812,0.415719052386064,0.129702342216126,3.20517768054906,0.0013497912889758,0.0208630181772811
2313,chr1,StringTie,transcript,221701424,221742089,-,DUSP10,NM_007207.6,SRR19969243,40665,HER2+,221701423,221702411,988,988,0,6.895682697747868,no change,407.220238956322,1.58248463644788,0.275215755184055,5.74997835930418,8.92548728006373e-09,1.84603301214449e-06
2338,chr20,StringTie,transcript,34516422,34540958,+,DYNLRB1,NM_014183.4,SRR19969243,24536,HER2+,34540624,34540958,334,334,0,5.811140992976701,no change,2529.85851330696,0.344953730085316,0.103323480366014,3.33858024200646,0.0008420770541536,0.0147651083641308
2339,chr16,StringTie,transcript,80540993,80550811,+,DYNLRB2,NM_130897.3,SRR19969246,9818,HER2+,80550558,80550811,253,253,0,5.53338948872752,no change,28.9909964714954,-1.24539159997546,0.277969700220747,-4.48031421765195,7.4533231456633e-06,0.0003961059149218
2340,chr16,StringTie,transcript,80540981,80550811,+,DYNLRB2,XM_006721295.3,SRR19969243,9830,HER2+,80550558,80550811,253,253,0,5.53338948872752,no change,29.6606251656019,-1.26849892130159,0.272131956503375,-4.66133760106877,3.14160906804069e-06,0.0001917460816183
2341,chr16,StringTie,transcript,80540259,80550811,+,DYNLRB2,XM_011523370.2,SRR19969246,10552,HER2+,80550558,80550811,253,253,0,5.53338948872752,no change,25.6040786390981,-1.18820068686484,0.26909701149026,-4.41551052642533,1.0077187568496e-05,0.0005124046821422
2349,chr12,StringTie,transcript,67648745,67665406,+,DYRK2,NM_006482.3,SRR19969243,16661,HER2+,67658713,67665406,6693,6693,0,8.808817483100642,no change,1458.77995575937,1.11182025209285,0.226167476062215,4.91591572515495,8.83684089432801e-07,7.26152369921205e-05
2369,chr2,StringTie,transcript,106065688,106078155,+,ECRG4,NM_032411.3,SRR19969246,12467,HER2+,106077926,106078155,229,229,0,5.43372200355424,no change,308.911188116999,-3.62705648719217,0.816821544425901,-4.44045154286599,8.97703176245298e-06,0.0004636117258651
2442,chr2,StringTie,transcript,232550689,232569210,+,EIF4E2,NM_001330201.2,SRR19969246,18521,HER2+,232569017,232569210,193,193,0,5.262690188904886,no change,999.836533957792,0.910190668313435,0.183023260294394,4.97308739254993,6.58949368475729e-07,5.74286261732292e-05
2443,chr2,StringTie,transcript,232550689,232583644,+,EIF4E2,NM_001276337.2,SRR19969246,32955,HER2+,232580943,232583644,2701,2701,0,7.901377353792616,no change,1569.41332024433,0.677603972808442,0.176710533136095,3.83454206595925,0.0001257984427724,0.0036880043661873
2444,chr2,aptardi,transcript,232550689,232581503,+,EIF4E2,NM_001276337.2,SRR19969246,30814,HER2+,232580943,232583644,560,2701,-2141,6.327936783729195,shorter,1569.41332024433,0.677603972808442,0.176710533136095,3.83454206595925,0.0001257984427724,0.0036880043661873
2452,chr17,StringTie,transcript,7307022,7311011,+,EIF5A,XM_017024301.2,SRR19969243,3989,HER2+,7310287,7311011,724,724,0,6.584791392385716,no change,551.104962833849,-2.77566457746769,0.8106748334763,-3.42389385096021,0.0006173072829931,0.0117851748005481
2453,chr17,StringTie,transcript,7307980,7311011,+,EIF5A,XM_011523712.3,SRR19969243,3031,HER2+,7310287,7311011,724,724,0,6.584791392385716,no change,550.819662481528,-2.78153087384226,0.809692941106828,-3.43529100061066,0.0005919178424003,0.0113993859410127
2454,chr17,StringTie,transcript,7308486,7311011,+,EIF5A,XM_011523711.2,SRR19969243,2525,HER2+,7310287,7311011,724,724,0,6.584791392385716,no change,550.819662481528,-2.78153087384226,0.809692941106828,-3.43529100061066,0.0005919178424003,0.0113993859410127
2553,chrX,StringTie,transcript,72204665,72239027,-,ERCC6L,NM_017669.4,SRR19969243,34362,HER2+,72204664,72205013,349,349,0,5.855071922202427,no change,73.9639841440724,3.73910853636956,0.953568492368678,3.92117458398983,8.81183892394274e-05,0.002838215241165
2568,chr2,StringTie,transcript,157318631,157325824,-,ERMN,NM_020711.3,SRR19969244,7193,HER2+,157318630,157321270,2640,2640,0,7.878534196140362,no change,53.1685679465574,2.52739727896051,0.688889190004085,3.66880089807408,0.0002436907643986,0.0061378622472756
2597,chr17,StringTie,transcript,31303770,31314054,-,EVI2B,NM_006495.4,SRR19969243,10284,HER2+,31303769,31304262,493,493,0,6.20050917404269,no change,858.21729897371,1.40593852103068,0.458405977475436,3.06701611696592,0.0021620719931154,0.0291461965874058
2598,chr17,aptardi,transcript,31303631,31314054,-,EVI2B,NM_006495.4,SRR19969243,10423,HER2+,31303769,31304262,632,493,139,6.448889394146858,longer,858.21729897371,1.40593852103068,0.458405977475436,3.06701611696592,0.0021620719931154,0.0291461965874058
2599,chr17,StringTie,transcript,31303770,31314149,-,EVI2B,XM_005257946.4,SRR19969244,10379,HER2+,31303769,31304262,493,493,0,6.20050917404269,no change,858.785562274648,1.40649369622485,0.45842584959851,3.06809421296085,0.002154286878668,0.0290546455218998
2639,chr11,StringTie,transcript,61873526,61891545,-,FADS3,NM_021727.5,SRR19969246,18019,HER2+,61873525,61873813,288,288,0,5.662960480135946,no change,835.399573042774,-1.08968237434916,0.334831410033969,-3.25442100619716,0.0011362375490507,0.0184323300120081
2661,chr10,StringTie,transcript,14518557,14604401,-,FAM107B,NM_001282697.2,SRR19969244,85844,HER2+,14518556,14521189,2633,2633,0,7.87587915949631,no change,1728.74923522423,0.487747664306876,0.141007397669754,3.45902181280732,0.0005421409972477,0.0106913344598945
2662,chr10,StringTie,transcript,14518557,14572375,-,FAM107B,NM_001282700.2,SRR19969244,53818,HER2+,14518556,14521189,2633,2633,0,7.87587915949631,no change,1723.4516520506,0.486642009137312,0.139809120422638,3.48076010825481,0.0004999930862405,0.0101311689410568
2663,chr10,StringTie,transcript,14518557,14538542,-,FAM107B,NM_001320740.1,SRR19969244,19985,HER2+,14518556,14521189,2633,2633,0,7.87587915949631,no change,1723.67627597514,0.486618596078154,0.139666086663975,3.48415716156578,0.00049368950081,0.0100281123305237
2682,chr11,StringTie,transcript,59107237,59127412,+,FAM111B,NM_198947.4,SRR19969244,20175,HER2+,59126302,59127412,1110,1110,0,7.01211529430638,no change,418.44747952434,3.23613379532176,0.517089038748336,6.25836858417099,3.8902551301257003e-10,1.2088684545861e-07
2706,chr14,StringTie,transcript,35046272,35083378,+,FAM177A1,NM_173607.5,SRR19969243,37106,HER2+,35081228,35083378,2150,2150,0,7.673223121121708,no change,1075.19548253454,0.303786920344138,0.0692852852679724,4.38458063886425,1.16209429839281e-05,0.0005735477434311
2709,chr11,StringTie,transcript,82729940,82733864,-,FAM181B,NM_175885.4,SRR19969243,3924,HER2+,82729939,82732448,2509,2509,0,7.827639546366422,no change,48.7281488873947,-2.82358219608704,0.567511122465192,-4.97537772268107,6.5120531236714e-07,5.68310915617693e-05
2710,chr17,StringTie,transcript,44903433,44905390,+,FAM187A,NM_001258400.2,SRR19969243,1957,HER2+,44905071,44905390,319,319,0,5.765191102784844,no change,38.2412968003493,-1.48672579977833,0.342322953148576,-4.3430502865902,1.40517953861359e-05,0.0006623693505542
2763,chr10,StringTie,transcript,124619292,124744378,-,FAM53B,NM_014661.4,SRR19969245,125086,HER2+,124619291,124623241,3950,3950,0,8.281470857895167,no change,1374.97908738886,0.844279241865707,0.132364238363017,6.37845427365525,1.78884236950936e-10,5.95514767278833e-08
2773,chr20,StringTie,transcript,38926417,38953106,+,FAM83D,NM_030919.3,SRR19969245,26689,HER2+,38952520,38953106,586,586,0,6.373319789577012,no change,157.200522390743,2.66708616288925,0.505105161106868,5.28025917819708,1.29001276856514e-07,1.58346284475858e-05
2778,chr11,StringTie,transcript,65572538,65574190,+,FAM89B,NM_001098785.2,SRR19969243,1652,HER2+,65573641,65574190,549,549,0,6.3080984415095305,no change,1967.98291454326,0.624128705337601,0.195891075075452,3.18610077103923,0.0014420435927815,0.0217454738527027
2797,chr2,StringTie,transcript,112138385,112188218,+,FBLN7,NM_153214.3,SRR19969243,49833,HER2+,112187506,112188218,712,712,0,6.568077911411976,no change,410.520633085836,-1.13093151472084,0.397788467533559,-2.84304751651813,0.0044684408026964,0.0487870204849062
2798,chr2,StringTie,transcript,112138385,112192203,+,FBLN7,XM_006712260.3,SRR19969243,53818,HER2+,112187007,112192203,5196,5196,0,8.55564437779049,no change,623.590541759027,-1.22956438912047,0.423760043328638,-2.90155810694712,0.0037131190887119,0.0428124633590737
2799,chr2,aptardi,transcript,112138385,112188288,+,FBLN7,XM_006712260.3,SRR19969243,49903,HER2+,112187007,112192203,1281,5196,-3915,7.155396301896734,shorter,623.590541759027,-1.22956438912047,0.423760043328638,-2.90155810694712,0.0037131190887119,0.0428124633590737
2800,chr2,aptardi,transcript,112138385,112188261,+,FBLN7,XM_011510585.2,SRR19969243,49876,HER2+,112187636,112192203,625,4567,-3942,6.437751649736401,shorter,623.305241406706,-1.23176900745012,0.423883024617008,-2.90591728357857,0.0036617823473051,0.0424256422439904
2801,chr2,StringTie,transcript,112138385,112239573,+,FBLN7,XM_017003317.1,SRR19969243,101188,HER2+,112239134,112239573,439,439,0,6.084499413075172,no change,215.610805281212,-1.08433603786122,0.368677411660584,-2.94115127090968,0.0032699480330166,0.0393143020410637
2841,chr1,StringTie,transcript,11664321,11674349,+,FBXO6,XM_005263448.5,SRR19969246,10028,HER2+,11673851,11674349,498,498,0,6.210600077024653,no change,435.491608318542,0.777794269266701,0.24204714009674,3.21339995571043,0.0013117348719473,0.020447253181652
2842,chr1,aptardi,transcript,11664321,11674114,+,FBXO6,XM_005263448.5,SRR19969246,9793,HER2+,11673851,11674349,263,498,-235,5.572154032177765,shorter,435.491608318542,0.777794269266701,0.24204714009674,3.21339995571043,0.0013117348719473,0.020447253181652
2843,chr1,StringTie,transcript,11664633,11674145,+,FBXO6,XM_005263451.5,SRR19969246,9512,HER2+,11673851,11674145,294,294,0,5.683579767338681,no change,434.217597984305,0.784350352126805,0.237137699293803,3.30757342448123,0.0009410803819089,0.0159982415315721
2850,chr1,StringTie,transcript,161541759,161550103,-,FCGR3A,NM_001329122.1,SRR19969245,8344,HER2+,161541758,161543011,1253,1253,0,7.133295954896068,no change,3150.87578899848,2.10258993030896,0.436848339669521,4.8130889816351,1.48615077036285e-06,0.0001094635498043
2864,chr11,StringTie,transcript,61792911,61797238,+,FEN1,NM_004111.6,SRR19969243,4327,HER2+,61796504,61797238,734,734,0,6.598509028614515,no change,613.666953911217,1.41596660414404,0.328791329915961,4.30658133383857,1.65796984910447e-05,0.0007476816689826
2896,chr2,StringTie,transcript,163602611,163736008,-,FIGN,NM_001321825.2,SRR19969244,133397,HER2+,163602610,163609551,6941,6941,0,8.845201135339584,no change,89.1673687544363,-1.86483974079451,0.552872681665659,-3.37300033558583,0.0007435386201447,0.0134642539437975
2917,chr12,StringTie,transcript,48921963,48925492,-,FKBP11,NM_016594.3,SRR19969244,3529,HER2+,48921962,48921983,21,21,0,3.044522437723423,no change,818.543999759714,1.42522669903223,0.353310860163098,4.03391703944312,5.48546914180434e-05,0.0019803648945412
2918,chr12,StringTie,transcript,48923126,48925492,-,FKBP11,NM_001143782.2,SRR19969244,2366,HER2+,48923125,48923551,426,426,0,6.054439346269371,no change,819.601622786025,1.4208821038215,0.343212751152634,4.13994555578038,3.47388258805096e-05,0.0013774167804235
2919,chr12,aptardi,transcript,48921905,48925492,-,FKBP11,NM_001143782.2,SRR19969244,3587,HER2+,48923125,48923551,1647,426,1221,7.40671073017764,longer,819.601622786025,1.4208821038215,0.343212751152634,4.13994555578038,3.47388258805096e-05,0.0013774167804235
2926,chr14,StringTie,transcript,45115599,45134481,-,FKBP3,NM_002013.4,SRR19969244,18882,HER2+,45115598,45116197,599,599,0,6.395261598115449,no change,1399.66170426303,0.556543556306116,0.147682003735381,3.76852657892792,0.0001642140021602,0.0044993494903218
2927,chr14,aptardi,transcript,45115953,45134481,-,FKBP3,NM_002013.4,SRR19969244,18528,HER2+,45115598,45116197,245,599,-354,5.501258210544727,shorter,1399.66170426303,0.556543556306116,0.147682003735381,3.76852657892792,0.0001642140021602,0.0044993494903218
2928,chr14,aptardi,transcript,45115853,45134481,-,FKBP3,NM_002013.4,SRR19969244,18628,HER2+,45115598,45116197,345,599,-254,5.84354441703136,shorter,1399.66170426303,0.556543556306116,0.147682003735381,3.76852657892792,0.0001642140021602,0.0044993494903218
2929,chr14,StringTie,transcript,45117821,45134481,-,FKBP3,XM_017021092.2,SRR19969244,16660,HER2+,45117820,45117957,137,137,0,4.919980925828125,no change,1271.38901087426,0.575713590278013,0.151628044654115,3.79688066011335,0.0001465282857872,0.0041247648012745
2944,chr14,StringTie,transcript,85533349,85654428,+,FLRT2,NM_001346143.2,SRR19969245,121079,HER2+,85623497,85654428,30931,30931,0,10.339514196226636,no change,602.150111587895,-0.993625850753368,0.246432991271616,-4.03203258470455,5.52965178257904e-05,0.0019902704501446
2945,chr14,StringTie,transcript,85530144,85654428,+,FLRT2,NM_013231.6,SRR19969243,124284,HER2+,85623497,85654428,30931,30931,0,10.339514196226636,no change,602.245528493661,-0.999412174645468,0.249680444351487,-4.00276512340129,6.26064483889154e-05,0.0021756930405644
2950,chr14,StringTie,transcript,75578620,75648167,+,FLVCR2,NM_017791.3,SRR19969246,69547,HER2+,75646472,75648167,1695,1695,0,7.43543801981455,no change,243.37335990411,1.67136193845739,0.375133033157394,4.45538459887146,8.37429326972134e-06,0.0004360013298695
3004,chr16,StringTie,transcript,86578549,86583478,+,FOXL1,NM_005250.3,SRR19969243,4929,HER2+,86579761,86583478,3717,3717,0,8.220672170297252,no change,46.9344949738628,0.716947677562976,0.251334950030057,2.85255861740373,0.0043368813052069,0.0476718095630139
3019,chr19,StringTie,transcript,51795157,51826190,+,FPR3,NM_002030.5,SRR19969243,31033,HER2+,51824810,51826190,1380,1380,0,7.22983877815125,no change,1234.98354850002,2.19497023749211,0.575147152390939,3.81636287055828,0.0001354332875953,0.0038836024970096
3020,chr19,StringTie,transcript,51817759,51826207,+,FPR3,XM_011526687.2,SRR19969244,8448,HER2+,51824810,51826207,1397,1397,0,7.242082359256962,no change,1233.0449672673,2.19588278044731,0.575658610122736,3.81455734672175,0.0001364272544795,0.0039030694261442
3051,chr19,StringTie,transcript,5842888,5851449,-,FUT3,NM_001097641.3,SRR19969243,8561,HER2+,5842887,5843753,866,866,0,6.763884908562435,no change,80.9745903763025,2.53349065984163,0.878044639899202,2.88537796908876,0.0039094399031108,0.0443911266550477
3057,chr19,StringTie,transcript,49807123,49813287,-,FUZ,XM_017027322.2,SRR19969243,6164,HER2+,49807122,49807374,252,252,0,5.529429087511423,no change,437.742179178525,-0.894036613179838,0.0809027483009732,-11.0507570132705,2.17374079223793e-28,2.52995762424593e-24
3059,chr19,StringTie,transcript,35138824,35143109,+,FXYD1,NM_021902.4,SRR19969243,4285,HER2+,35142742,35142771,367,29,338,5.905361848054571,longer,501.060301013273,-2.76754729916627,0.894997991452635,-3.09223855874177,0.0019865313373398,0.0273882900058445
3060,chr19,StringTie,transcript,35139634,35143109,+,FXYD1,NM_001278718.2,SRR19969243,3475,HER2+,35142742,35142771,367,29,338,5.905361848054571,longer,505.115507834158,-2.76603655809864,0.889977813135346,-3.10798372417177,0.0018836844156932,0.0262959961840088
3068,chr11,StringTie,transcript,86945679,86955395,-,FZD4,NM_012193.4,SRR19969246,9716,HER2+,86945678,86951141,5463,5463,0,8.605753368395717,no change,2504.42153652582,-0.644941339747432,0.198662488233925,-3.24641730545534,0.0011686739455206,0.0188320516739122
3074,chr1,StringTie,transcript,209675412,209676390,+,G0S2,NM_015714.4,SRR19969243,978,HER2+,209675996,209676390,394,394,0,5.976350909297934,no change,1491.36161303808,-3.75104614873415,0.730105188232657,-5.13767907582494,2.7815236576139e-07,2.95350727352137e-05
3092,chr16,StringTie,transcript,88813734,88856947,-,GALNS,NM_000512.5,SRR19969246,43213,HER2+,88813733,88814438,705,705,0,6.558197802812269,no change,612.380056544209,1.12025784963198,0.221530631284642,5.05689819568369,4.26130568950837e-07,4.17651906727283e-05
3093,chr16,StringTie,transcript,88813734,88856966,-,GALNS,XM_005256301.3,SRR19969246,43232,HER2+,88813733,88817171,3438,3438,0,8.142645185942795,no change,750.229740787156,1.04952283598717,0.218274401679532,4.80827265089961,1.52240035884403e-06,0.000109651343342
3094,chr16,StringTie,transcript,88817465,88845569,-,GALNS,XM_017023111.2,SRR19969246,28104,HER2+,88817464,88817581,117,117,0,4.762173934797756,no change,436.649141298359,1.19982994850993,0.262198393097507,4.57603852691702,4.73863315570213e-06,0.0002711795476569
3095,chr16,aptardi,transcript,88813718,88845569,-,GALNS,XM_017023111.2,SRR19969246,31851,HER2+,88817464,88817581,3864,117,3747,8.259458195332408,longer,436.649141298359,1.19982994850993,0.262198393097507,4.57603852691702,4.73863315570213e-06,0.0002711795476569
3124,chr2,StringTie,transcript,236165236,236168386,-,GBX2,NM_001485.4,SRR19969244,3150,HER2+,236165235,236165913,678,678,0,6.519147287940395,no change,7.00114245406743,3.35936468780815,0.799059783294309,4.204146871162,2.62068733813626e-05,0.0010896918387536
3164,chr16,StringTie,transcript,67674536,67719316,-,GFOD2,NM_030819.4,SRR19969244,44780,HER2+,67674535,67675154,619,619,0,6.428105272684596,no change,584.930522827855,0.493310677575509,0.127637343727572,3.86494001809083,0.0001111165030093,0.003376644057508
3195,chr16,StringTie,transcript,85676198,85688954,-,GINS2,NM_016095.3,SRR19969243,12756,HER2+,85676197,85678211,2014,2014,0,7.607878073278507,no change,178.114346978092,1.18643808556373,0.324611266739447,3.65495041956149,0.0002572316845676,0.0063896669865083
3196,chr16,aptardi,transcript,85677638,85688954,-,GINS2,NM_016095.3,SRR19969243,11316,HER2+,85676197,85678211,574,2014,-1440,6.352629396319567,shorter,178.114346978092,1.18643808556373,0.324611266739447,3.65495041956149,0.0002572316845676,0.0063896669865083
3197,chr16,aptardi,transcript,85677938,85688954,-,GINS2,NM_016095.3,SRR19969245,11016,HER2+,85676197,85678211,274,2014,-1740,5.613128106388071,shorter,178.114346978092,1.18643808556373,0.324611266739447,3.65495041956149,0.0002572316845676,0.0063896669865083
3203,chr1,StringTie,transcript,147756199,147773351,-,GJA5,NM_005266.7,SRR19969243,17152,HER2+,147756198,147758161,1963,1963,0,7.582229194276461,no change,846.736386164075,0.808341172287874,0.259510946991358,3.11486348325335,0.0018403006087555,0.0258326112935635
3204,chr1,StringTie,transcript,147756199,147760602,-,GJA5,NM_181703.4,SRR19969243,4403,HER2+,147756198,147758161,1963,1963,0,7.582229194276461,no change,846.534618578625,0.80676488871554,0.259668464535775,3.10690360555658,0.0018905803509579,0.0263635159581467
3232,chr1,StringTie,transcript,193096470,193105414,-,GLRX2,NM_197962.3,SRR19969246,8944,HER2+,193096469,193096624,155,155,0,5.043425116919247,no change,209.77600631982,0.640389766943267,0.157850358023357,4.05694212520258,4.97193960183906e-05,0.0018286053992101
3264,chr11,StringTie,transcript,62707676,62709201,+,GNG3,NM_012202.5,SRR19969243,1525,HER2+,62708806,62709201,395,395,0,5.978885764901122,no change,58.3417043329773,-0.801597457020868,0.254898437461933,-3.14477195310615,0.0016621634231452,0.024080585539391
3274,chr12,StringTie,transcript,21501789,21518408,+,GOLT1B,NM_016072.5,SRR19969245,16619,HER2+,21515707,21518408,2701,2701,0,7.901377353792616,no change,963.295294413127,0.610479806444715,0.120296713515761,5.07478374598098,3.87936941734389e-07,3.88015741425678e-05
3312,chr14,StringTie,transcript,105049395,105065430,-,GPR132,NM_001278695.2,SRR19969245,16035,HER2+,105049394,105050993,1599,1599,0,7.377133712833954,no change,165.843436026461,1.33781012032357,0.4525665229738,2.95605187836887,0.0031160467367604,0.0381191448516492
