,seqname,source,feature,start,end,strand,ref_gene_id,reference_id,filename,transcript_length,molecularSubtype,Start_UTRref,End_UTRref,UTR_length,ref_UTR_length,UTR_diff,UTR_length (ln),UTR_type,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1854,chr17,StringTie,transcript,43847176,43858234,+,CD300LG,NM_001168323.2,SRR19969216,11058,Uninvolved,43857828,43858234,406,406,0,6.0063531596017325,no change,134.885106198143,-4.24857628581846,1.06824087335103,-3.97717068482024,6.97401072042817e-05,0.002133478946692
1499,chr1,StringTie,transcript,174999435,175012027,+,CACYBP,NM_001007214.1,SRR19969213,12592,Uninvolved,175010079,175012027,1948,1948,0,7.57455848420248,no change,2321.864,1.452213,0.326829,4.443343,8.857188e-06,0.0004422684
1501,chr1,aptardi,transcript,174999435,175010422,+,CACYBP,NM_001007214.1,SRR19969213,10987,Uninvolved,175010079,175012027,343,1948,-1605,5.83773044716594,shorter,2321.864,1.452213,0.326829,4.443343,8.857188e-06,0.0004422684
1852,chr17,StringTie,transcript,43847104,43863639,+,CD300LG,XM_005257075.3,SRR19969216,16535,Uninvolved,43861911,43863639,1728,1728,0,7.454719949364001,no change,380.965632974992,-4.33734949433326,0.762314360165383,-5.68971243489665,1.27253488695272e-08,1.75411282412779e-06
1851,chr17,StringTie,transcript,43847103,43863639,+,CD300LG,XM_006721722.3,SRR19969216,16536,Uninvolved,43861911,43863639,1728,1728,0,7.454719949364001,no change,380.156256297666,-4.33413207123958,0.762639324552106,-5.68306921988975,1.32298690384244e-08,1.81383215275726e-06
1850,chr17,StringTie,transcript,43847097,43863639,+,CD300LG,XM_006721721.3,SRR19969216,16542,Uninvolved,43861911,43863639,1728,1728,0,7.454719949364001,no change,380.965632974992,-4.33734949433326,0.762314360165383,-5.68971243489665,1.27253488695272e-08,1.75411282412779e-06
1777,chr17,StringTie,transcript,42678889,42681843,-,CCR10,NM_016602.3,SRR19969216,2954,Uninvolved,42678888,42679552,664,664,0,6.498282149476434,no change,82.0638463924862,-1.27499425356022,0.377696086877476,-3.3757147554823,0.0007362420750835,0.0129131622846532
1749,chr20,StringTie,transcript,44715369,44727811,+,CCN5,NM_001323369.2,SRR19969216,12442,Uninvolved,44727458,44727811,353,353,0,5.8664680569332965,no change,439.458183441241,-2.0716652361408,0.400183034466556,-5.17679426091195,2.2573090373143e-07,2.02877742787381e-05
1748,chr20,StringTie,transcript,44719987,44728041,+,CCN5,XM_017028116.1,SRR19969213,8054,Uninvolved,44728008,44728041,33,33,0,3.49650756146648,no change,435.99378147551,-2.0510601480731,0.405873049079773,-5.05345243475372,4.33894411448162e-07,3.63425845744238e-05
1500,chr1,aptardi,transcript,174999435,175010322,+,CACYBP,NM_001007214.1,SRR19969213,10887,Uninvolved,175010079,175012027,243,1948,-1705,5.493061443340548,shorter,2321.864,1.452213,0.326829,4.443343,8.857188e-06,0.0004422684
1696,chr2,StringTie,transcript,56184123,56386174,+,CCDC85A,NM_001348516.1,SRR19969216,202051,Uninvolved,56384315,56386174,1859,1859,0,7.527793987721444,no change,114.5023,-2.299944,0.6528026,-3.523184,0.0004263948,0.008556815
1592,chr2,StringTie,transcript,191834310,191847088,-,CAVIN2,NM_004657.6,SRR19969216,12778,Uninvolved,191834309,191835922,1613,1613,0,7.385851078125209,no change,709.7836,-3.549163,0.5802462,-6.11665,9.556308e-10,1.983441e-07
1574,chr2,StringTie,transcript,201258211,201284902,+,CASP8,XM_005246893.3,SRR19969213,26691,Uninvolved,201276939,201276968,7963,29,7934,8.982561092257445,longer,262.4864,0.7352071,0.2269393,3.239664,0.001196704,0.01849346
1526,chr1,StringTie,transcript,20482391,20486210,-,CAMK2N1,NM_018584.6,SRR19969213,3819,Uninvolved,20482390,20483648,1258,1258,0,7.1372784372603855,no change,683.2258,-2.155262,0.6035953,-3.570707,0.0003560195,0.007453738
1523,chr19,StringTie,transcript,12938609,12944489,+,CALR,NM_004343.4,SRR19969218,5880,Uninvolved,12943913,12944489,576,576,0,6.356107660695892,no change,21501.5171475004,1.42516281715422,0.258210738042194,5.51937858185175,3.4020055971142e-08,4.13407041185138e-06
1521,chr10,StringTie,transcript,5498697,5499570,-,CALML5,NM_017422.5,SRR19969213,873,Uninvolved,5498696,5498997,301,301,0,5.707110264748875,no change,6731.51479431606,4.96196892557018,1.10200600558503,4.50266958657452,6.7105169425141e-06,0.0003538247288006
1502,chr1,aptardi,transcript,174999435,175010822,+,CACYBP,NM_001007214.1,SRR19969213,11387,Uninvolved,175010079,175012027,743,1948,-1205,6.610696044717759,shorter,2321.864,1.452213,0.326829,4.443343,8.857188e-06,0.0004422684
1619,chr17,StringTie,transcript,79778148,79782532,+,CBX2,NM_032647.4,SRR19969217,4384,Uninvolved,79782149,79782532,383,383,0,5.948034989180646,no change,127.773719769332,3.72850757887705,0.764184886639083,4.87906479710059,1.06590044237887e-06,7.88915144176056e-05
4302,chr11,StringTie,transcript,22666611,22813001,+,GAS2,NM_001391934.1,SRR19969216,146390,Uninvolved,22812016,22813001,985,985,0,6.892641641172089,no change,30.8267710448717,-1.8455049289452,0.577729269504483,-3.19441133825205,0.0014011631673271,0.0206665881960392
167,chr10,StringTie,transcript,86968482,86970915,+,ADIRF,NM_006829.3,SRR19969213,2433,Uninvolved,86970582,86970915,333,333,0,5.808142489980444,no change,3034.23036924287,-2.97955906017874,0.49980084831311,-5.961492602974,2.4994423414196403e-09,4.59245371380777e-07
5402,chr12,StringTie,transcript,102395874,102478550,-,IGF1,NM_001111284.2,SRR19969216,82676,Uninvolved,102395873,102402506,6633,6633,0,8.799812469525556,no change,1019.87131506999,-2.17142272915417,0.684599998100781,-3.17181235053774,0.0015149085939499,0.021842222976023
5503,chr17,StringTie,transcript,4988130,4997491,-,INCA1,XM_006721517.1,SRR19969213,9361,Uninvolved,4988129,4988404,275,275,0,5.616771097666572,no change,119.179512534493,-1.1213766502219,0.305912404880999,-3.66567890784984,0.0002466832831359,0.0056357540156914
5395,chr12,aptardi,transcript,102395667,102480563,-,IGF1,NM_000618.5,SRR19969216,84896,Uninvolved,102395873,102402506,6840,6633,207,8.830543010616596,longer,1028.37531633534,-2.17967690348721,0.685366722366909,-3.1803074651184,0.0014711886568168,0.0213699432363062
4596,chr1,StringTie,transcript,236142539,236208907,+,GPR137B,NM_003272.4,SRR19969216,66368,Uninvolved,236208158,236208907,749,749,0,6.618738983517219,no change,735.5554,0.9775668,0.316722,3.086514,0.002025183,0.02725738
5186,chr12,StringTie,transcript,54000161,54003337,+,HOXC9,NM_006897.3,SRR19969216,3176,Uninvolved,54002674,54003337,663,663,0,6.496774990185863,no change,149.998832529639,-1.54173184133656,0.4506755214209,-3.42093539155566,0.0006240615575672,0.0113981268976862
5713,chr1,StringTie,transcript,227731232,227735499,-,JMJD4,XM_011544262.3,SRR19969217,4267,Uninvolved,227731231,227732391,1160,1160,0,7.05617528410041,no change,1145.081,1.540524,0.5397746,2.854014,0.004317066,0.04712315
5396,chr12,aptardi,transcript,102395767,102480563,-,IGF1,NM_000618.5,SRR19969217,84796,Uninvolved,102395873,102402506,6740,6633,107,8.815815203906352,longer,1028.37531633534,-2.17967690348721,0.685366722366909,-3.1803074651184,0.0014711886568168,0.0213699432363062
5303,chr11,StringTie,transcript,125887342,125900646,+,HYLS1,XM_017017320.1,SRR19969213,13304,Uninvolved,125900268,125900646,378,378,0,5.934894195619588,no change,176.399916229375,1.21705527249493,0.297004040929692,4.09777344673582,4.1714325020809e-05,0.0014481073867387
5187,chr12,aptardi,transcript,54000161,54003029,+,HOXC9,NM_006897.3,SRR19969216,2868,Uninvolved,54002674,54003337,355,663,-308,5.872117789475416,shorter,149.998832529639,-1.54173184133656,0.4506755214209,-3.42093539155566,0.0006240615575672,0.0113981268976862
5301,chr11,StringTie,transcript,125887668,125900646,+,HYLS1,NM_001377269.1,SRR19969213,12978,Uninvolved,125900268,125900646,378,378,0,5.934894195619588,no change,175.118920590402,1.21134800888896,0.295759488511692,4.0957198532654,4.20858613286948e-05,0.001457177919529
4592,chr14,StringTie,transcript,59460759,59465380,-,GPR135,NM_022571.6,SRR19969213,4621,Uninvolved,59460758,59463741,2983,2983,0,8.000684784514748,no change,39.0796436776322,-1.70825639160699,0.307079468726602,-5.56291307488186,2.65308062977345e-08,3.31908995600862e-06
4851,chr1,StringTie,transcript,226062270,226072019,+,H3-3A,NM_001379046.1,SRR19969213,9749,Uninvolved,226071479,226072019,540,540,0,6.29156913955832,no change,7939.435,0.9506233,0.3285183,2.893669,0.003807692,0.04298604
4578,chr1,aptardi,transcript,156594450,156601479,-,GPATCH4,NM_182679.3,SRR19969216,7029,Uninvolved,156594300,156595212,763,912,-149,6.637258031284457,shorter,796.562,1.005487,0.3231535,3.111486,0.001861485,0.02545537
4964,chr1,StringTie,transcript,6415232,6419919,-,HES2,NM_019089.5,SRR19969217,4687,Uninvolved,6415231,6418872,3641,3641,0,8.200013648175434,no change,149.9592,1.765129,0.603519,2.924727,0.00344758,0.0401681
4848,chr1,aptardi,transcript,226062716,226071850,+,H3-3A,NM_002107.7,SRR19969213,9134,Uninvolved,226071479,226072019,371,540,-169,5.916202062607435,shorter,7935.975,0.9509453,0.3283757,2.895907,0.003780648,0.04276041
4852,chr1,aptardi,transcript,226062270,226071850,+,H3-3A,NM_001379046.1,SRR19969213,9580,Uninvolved,226071479,226072019,371,540,-169,5.916202062607435,shorter,7939.435,0.9506233,0.3285183,2.893669,0.003807692,0.04298604
5717,chr19,StringTie,transcript,50505998,50511191,-,JOSD2,NM_001270639.2,SRR19969213,5193,Uninvolved,50505997,50506172,175,175,0,5.1647859739235145,no change,560.771124715052,0.673121597190833,0.12553979114841,5.36181867942642,8.23882178378407e-08,8.83087864828009e-06
5718,chr19,StringTie,transcript,50505998,50511204,-,JOSD2,XM_011526434.2,SRR19969213,5206,Uninvolved,50505997,50506172,175,175,0,5.1647859739235145,no change,560.661555123381,0.673864155920338,0.125975040947227,5.34918783001333,8.83498115065842e-08,9.36728876498559e-06
5190,chr2,StringTie,transcript,176188668,176190907,+,HOXD1,NM_024501.3,SRR19969213,2239,Uninvolved,176190142,176190907,765,765,0,6.639875833826536,no change,37.86505,-1.852743,0.5503687,-3.366367,0.0007616536,0.0132478
4521,chr20,StringTie,transcript,58891421,58900499,+,GNAS,NM_001309842.2,SRR19969213,9078,Uninvolved,58899955,58900499,544,544,0,6.298949246855942,no change,3629.18562127911,0.380269461662779,0.12664091923048,3.00273769310462,0.0026756293890859,0.0334565432111458
5467,chr13,StringTie,transcript,20703699,20723098,+,IL17D,NM_001385224.1,SRR19969213,19399,Uninvolved,20721954,20723098,1144,1144,0,7.042286171939743,no change,80.2859234235397,-1.08109854609391,0.369436258570218,-2.9263466187048,0.0034296857861573,0.0399925692028963
5719,chr17,StringTie,transcript,75135248,75154512,-,JPT1,NM_016185.4,SRR19969213,19264,Uninvolved,75135247,75136101,854,854,0,6.74993119378857,no change,2004.73996215104,2.06039609494035,0.47587173379172,4.3297299432417,1.4929231067163e-05,0.000663446059614
4858,chr6,StringTie,transcript,27810051,27810536,+,H3C10,NM_003536.3,SRR19969216,485,Uninvolved,27810484,27810536,52,52,0,3.951243718581428,no change,40.6396415220584,4.11823287263092,1.04551140482452,3.93896504010125,8.18338521146039e-05,0.0024275404533786
5720,chr17,aptardi,transcript,75135951,75154512,-,JPT1,NM_016185.4,SRR19969213,18561,Uninvolved,75135247,75136101,151,854,-703,5.017279836814924,shorter,2004.73996215104,2.06039609494035,0.47587173379172,4.3297299432417,1.4929231067163e-05,0.000663446059614
5398,chr12,StringTie,transcript,102414814,102480302,-,IGF1,XM_017019261.1,SRR19969217,65488,Uninvolved,102414813,102417817,3004,3004,0,8.007700012884026,no change,149.702992191023,-1.90891934871763,0.666478487564658,-2.86418749342219,0.0041808046318368,0.0460819347923939
4961,chr1,StringTie,transcript,108648295,108661103,-,HENMT1,XM_005270411.1,SRR19969217,12808,Uninvolved,108648294,108648565,271,271,0,5.602118820879701,no change,406.5007,1.238379,0.3976237,3.114449,0.001842886,0.02524667
5197,chr2,StringTie,transcript,176151550,176153226,+,HOXD4,NM_014621.3,SRR19969213,1676,Uninvolved,176152942,176153226,284,284,0,5.648974238161206,no change,92.49293,-1.694768,0.5362036,-3.16068,0.001574015,0.0224534
5758,chr11,StringTie,transcript,106051098,106077347,-,KBTBD3,NM_152433.4,SRR19969217,26249,Uninvolved,106051097,106052849,1752,1752,0,7.468513271496337,no change,108.29376886567,-0.755431559761384,0.26159715519193,-2.88776672363709,0.0038798750034659,0.0436074643719943
5441,chr17,StringTie,transcript,39757715,39778225,-,IKZF3,NM_001284516.1,SRR19969213,20510,Uninvolved,39757714,39765789,8075,8075,0,8.996528148090857,no change,500.086977780992,1.23934887715979,0.397598265500398,3.11708823880306,0.0018264689512992,0.0250897910466205
4577,chr1,StringTie,transcript,156594301,156601479,-,GPATCH4,NM_182679.3,SRR19969216,7178,Uninvolved,156594300,156595212,912,912,0,6.815639990074331,no change,796.562,1.005487,0.3231535,3.111486,0.001861485,0.02545537
5207,chr2,StringTie,transcript,10302889,10427617,+,HPCAL1,XM_005246161.1,SRR19969213,124728,Uninvolved,10426821,10427617,796,796,0,6.679599185844383,no change,859.4534,0.6110743,0.1412905,4.324949,1.525669e-05,0.0006746987
4847,chr1,StringTie,transcript,226062716,226072019,+,H3-3A,NM_002107.7,SRR19969213,9303,Uninvolved,226071479,226072019,540,540,0,6.29156913955832,no change,7935.975,0.9509453,0.3283757,2.895907,0.003780648,0.04276041
5394,chr12,StringTie,transcript,102395874,102480563,-,IGF1,NM_000618.5,SRR19969216,84689,Uninvolved,102395873,102402506,6633,6633,0,8.799812469525556,no change,1028.37531633534,-2.17967690348721,0.685366722366909,-3.1803074651184,0.0014711886568168,0.0213699432363062
5310,chr1,aptardi,transcript,228165804,228176421,+,IBA57,NM_001010867.4,SRR19969213,10617,Uninvolved,228175513,228182257,908,6744,-5836,6.811244378601294,shorter,576.904,1.720424,0.5657854,3.04077,0.002359737,0.03060754
4808,chr6,StringTie,transcript,26198784,26199293,-,H2AC7,NM_021065.3,SRR19969216,509,Uninvolved,26198783,26198850,67,67,0,4.204692619390966,no change,32.0626129164276,3.28019361806637,1.07894306856072,3.04019156677289,0.0023642771467482,0.0306269533453101
5652,chr15,aptardi,transcript,88635632,88655714,+,ISG20,NM_001303234.2,SRR19969218,20082,Uninvolved,88655531,88656483,183,952,-769,5.209486152841421,shorter,527.208132240773,1.32130776909961,0.117586165587245,11.2369321892654,2.68553331800039e-29,6.83360808098379e-25
5026,chr20,StringTie,transcript,31514442,31541733,+,HM13,NM_178582.3,SRR19969213,27291,Uninvolved,31538328,31541733,3405,3405,0,8.133000218583613,no change,1062.31698786303,0.847711406482613,0.268359239471484,3.15886797172374,0.0015838322426804,0.0225580405503453
4822,chr6,StringTie,transcript,27132316,27132795,-,H2BC11,NM_021058.4,SRR19969216,479,Uninvolved,27132315,27132369,54,54,0,3.9889840465642745,no change,33.8354700933819,3.57619146822618,1.0268265483653,3.48276101150622,0.0004962711791788,0.0096265562016955
5309,chr1,StringTie,transcript,228165804,228182257,+,IBA57,NM_001010867.4,SRR19969213,16453,Uninvolved,228175513,228182257,6744,6744,0,8.81640849968169,no change,576.904,1.720424,0.5657854,3.04077,0.002359737,0.03060754
4802,chr1,StringTie,transcript,149851061,149851594,+,H2AC19,NM_001040874.1,SRR19969213,533,Uninvolved,149851506,149851594,88,88,0,4.477336814478207,no change,7.364933,3.604535,1.097439,3.284496,0.001021648,0.01656062
5653,chr15,StringTie,transcript,88639016,88656483,+,ISG20,NM_002201.6,SRR19969218,17467,Uninvolved,88655531,88656483,952,952,0,6.858565034791365,no change,534.250116631313,1.27512026482276,0.111357243234989,11.4507168800144,2.3320882825853697e-30,9.89038640644456e-26
4800,chr1,StringTie,transcript,149842218,149842750,-,H2AC18,NM_003516.3,SRR19969213,532,Uninvolved,149842217,149842305,88,88,0,4.477336814478207,no change,9.563713,3.340117,1.08584,3.076068,0.002097497,0.02803493
5651,chr15,StringTie,transcript,88635632,88656483,+,ISG20,NM_001303234.2,SRR19969218,20851,Uninvolved,88655531,88656483,952,952,0,6.858565034791365,no change,527.208132240773,1.32130776909961,0.117586165587245,11.2369321892654,2.68553331800039e-29,6.83360808098379e-25
5654,chr15,aptardi,transcript,88639016,88655714,+,ISG20,NM_002201.6,SRR19969218,16698,Uninvolved,88655531,88656483,183,952,-769,5.209486152841421,shorter,534.250116631313,1.27512026482276,0.111357243234989,11.4507168800144,2.3320882825853697e-30,9.89038640644456e-26
4796,chr6,StringTie,transcript,27808173,27808667,+,H2AC13,NM_003509.3,SRR19969216,494,Uninvolved,27808602,27808667,65,65,0,4.174387269895637,no change,12.4937069867932,3.62741148998976,1.14040032480652,3.18082291900889,0.001468573669804,0.0213392677031947
4845,chr6,StringTie,transcript,26251614,26252075,+,H2BC9,NM_003524.3,SRR19969216,461,Uninvolved,26252031,26252075,44,44,0,3.784189633918261,no change,26.2391907911078,3.44380742176547,0.956388387371867,3.60084612824395,0.0003171832609178,0.0068271402954802
4972,chr17,StringTie,transcript,82440242,82442645,+,HEXD,XM_024450705.1,SRR19969216,2403,Uninvolved,82442592,82442645,53,53,0,3.970291913552122,no change,356.947632668812,-0.847245877512045,0.201686119226159,-4.20081402112751,2.65957000920158e-05,0.0010338438505063
5023,chr17,StringTie,transcript,55264960,55325065,+,HLF,XM_005257269.3,SRR19969213,60105,Uninvolved,55320879,55325065,4186,4186,0,8.339500903005945,no change,286.481961613177,-2.94190455954832,0.65928352314203,-4.46227526744141,8.10939589442253e-06,0.0004118796166257
5584,chr16,StringTie,transcript,19718271,19858467,+,IQCK,NM_001305121.3,SRR19969213,140196,Uninvolved,19856548,19858467,1919,1919,0,7.5595594960077,no change,663.069991082272,-0.641023547236299,0.0927694467600233,-6.90985631179308,4.85144848018761e-12,1.8480532638750602e-09
5022,chr17,StringTie,transcript,55264960,55325187,+,HLF,NM_002126.5,SRR19969213,60227,Uninvolved,55320879,55325187,4308,4308,0,8.36822903827628,no change,286.481961613177,-2.94190455954832,0.65928352314203,-4.46227526744141,8.10939589442253e-06,0.0004118796166257
4794,chr6,StringTie,transcript,27133043,27133535,+,H2AC11,NM_021064.5,SRR19969217,492,Uninvolved,27133464,27133535,71,71,0,4.262679877041316,no change,20.8301094945866,3.50889274160841,0.986487544943279,3.55695594900812,0.0003751770385639,0.0077552842593822
5662,chr19,StringTie,transcript,55452985,55461642,-,ISOC2,NM_001136202.2,SRR19969213,8657,Uninvolved,55452984,55453307,323,323,0,5.777652323222656,no change,1057.69261918044,0.981155849106226,0.299437099310879,3.27666762523497,0.0010503994117851,0.016936043234245
4766,chr1,StringTie,transcript,228140279,228148951,+,GUK1,NM_001159390.2,SRR19969218,8672,Uninvolved,228148697,228148951,254,254,0,5.537334267018537,no change,5203.923,0.8341397,0.2819936,2.95801,0.003096326,0.03716467
5306,chr15,aptardi,transcript,43800599,43801910,+,HYPK,NM_016400.4,SRR19969218,1311,Uninvolved,43801806,43804427,104,2621,-2517,4.6443908991413725,shorter,1515.48915486694,1.44876398891688,0.34816550986378,4.16113586174491,3.16668614882258e-05,0.0011829051048581
5709,chr1,StringTie,transcript,227731191,227735302,-,JMJD4,NM_001161465.2,SRR19969218,4111,Uninvolved,227731190,227732391,1201,1201,0,7.090909822079984,no change,1110.2,1.531849,0.5406194,2.833507,0.004604032,0.04922445
4764,chr1,StringTie,transcript,228140084,228148955,+,GUK1,NM_001242839.1,SRR19969218,8871,Uninvolved,228148697,228148955,258,258,0,5.552959584921617,no change,5150.193,0.8378645,0.2821279,2.969803,0.002979905,0.03614582
5305,chr15,StringTie,transcript,43800599,43804427,+,HYPK,NM_016400.4,SRR19969218,3828,Uninvolved,43801806,43804427,2621,2621,0,7.8713112033234065,no change,1515.48915486694,1.44876398891688,0.34816550986378,4.16113586174491,3.16668614882258e-05,0.0011829051048581
5387,chr12,StringTie,transcript,68154768,68159740,-,IFNG,NM_000619.3,SRR19969213,4972,Uninvolved,68154767,68155352,585,585,0,6.371611847231857,no change,22.4997604064994,2.93434539206308,0.935072809165935,3.1380929520135,0.0017005094117506,0.0237884345747149
5178,chr12,StringTie,transcript,54033050,54035361,+,HOXC5,NM_018953.4,SRR19969213,2311,Uninvolved,54034492,54035361,869,869,0,6.767343125265392,no change,58.3071077792532,-1.62019542888731,0.301437407153185,-5.3748983717338,7.66258890805738e-08,8.268966808924e-06
4739,chr1,StringTie,transcript,109668057,109675286,+,GSTM2,NM_000848.4,SRR19969216,7229,Uninvolved,109674836,109675286,450,450,0,6.1092475827643655,no change,549.7168,-2.454606,0.5529446,-4.439154,9.031314e-06,0.0004492002
5710,chr1,aptardi,transcript,227732277,227735302,-,JMJD4,NM_001161465.2,SRR19969218,3025,Uninvolved,227731190,227732391,115,1201,-1086,4.74493212836325,shorter,1110.2,1.531849,0.5406194,2.833507,0.004604032,0.04922445
5649,chr1,StringTie,transcript,1013497,1014540,+,ISG15,NM_005101.4,SRR19969213,1043,Uninvolved,1014478,1014540,62,62,0,4.127134385045092,no change,2805.683,3.194273,1.080031,2.957575,0.003100694,0.03719254
5773,chr20,StringTie,transcript,49363877,49482668,-,KCNB1,NM_004975.4,SRR19969217,118791,Uninvolved,49363876,49372982,9106,9106,0,9.116688815894728,no change,82.8025547813652,-3.07721558465274,1.03228215749834,-2.98098302126052,0.0028732472250938,0.0352656033618263
4814,chr11,StringTie,transcript,119093874,119095465,-,H2AX,NM_002105.3,SRR19969213,1591,Uninvolved,119093873,119094962,1089,1089,0,6.9930151229329605,no change,1494.38890915593,1.73818248551728,0.509770386270133,3.40973609360706,0.0006502576861057,0.0117417379226853
5793,chr10,StringTie,transcript,101825971,101843822,-,KCNIP2,XM_006717812.2,SRR19969213,17851,Uninvolved,101825970,101827207,1237,1237,0,7.120444372392488,no change,314.566906645687,-4.04331384540354,0.611476489961654,-6.61237825457051,3.78194124233766e-11,1.10109012417076e-08
4906,chr17,StringTie,transcript,3723903,3726699,+,HASPIN,NM_031965.2,SRR19969213,2796,Uninvolved,3726332,3726699,367,367,0,5.905361848054571,no change,76.6413628082818,2.79302821820324,0.465641314898196,5.99823969403118,1.99467946657938e-09,3.7597491634503e-07
5201,chr2,StringTie,transcript,176129705,176132695,+,HOXD8,NM_001199746.2,SRR19969213,2990,Uninvolved,176131612,176132695,1083,1083,0,6.987490247000991,no change,261.3702,-1.777645,0.5286743,-3.362458,0.0007725191,0.01339981
5205,chr2,StringTie,transcript,176122719,176124937,+,HOXD9,NM_014213.4,SRR19969213,2218,Uninvolved,176124175,176124937,762,762,0,6.635946555686647,no change,332.7944,-2.073198,0.3948595,-5.25047,1.517112e-07,1.468306e-05
5794,chr10,StringTie,transcript,101825974,101843800,-,KCNIP2,NM_173195.3,SRR19969213,17826,Uninvolved,101825973,101827352,1379,1379,0,7.229113877793302,no change,314.606778781539,-4.18322492416088,0.618881252617783,-6.75933372753886,1.3862774824474299e-11,4.453941517469361e-09
4303,chr11,StringTie,transcript,22674774,22813001,+,GAS2,NM_005256.5,SRR19969216,138227,Uninvolved,22812016,22813001,985,985,0,6.892641641172089,no change,30.4763374456902,-1.82526884449199,0.57226357471248,-3.18955971539697,0.0014248969721299,0.0209030195103908
5826,chr20,StringTie,transcript,44745605,44748717,+,KCNK15,XM_017028003.1,SRR19969216,3112,Uninvolved,44747060,44748717,1657,1657,0,7.412764017426562,no change,107.189489002037,-2.4421469310179,0.580314947728988,-4.20831298689622,2.572843362967e-05,0.0010110768439104
4418,chr2,StringTie,transcript,85558584,85561493,-,GGCX,NM_001311312.2,SRR19969213,2909,Uninvolved,85558583,85558890,307,307,0,5.726847747587197,no change,212.2125,0.7712113,0.1996561,3.862698,0.0001121418,0.003103044
5807,chr12,StringTie,transcript,21764955,21774706,-,KCNJ8,NM_004982.4,SRR19969213,9751,Uninvolved,21764954,21765722,768,768,0,6.643789733147672,no change,402.916702010531,-1.3938606600915,0.490900087358326,-2.83939786524029,0.0045198761838377,0.0485859958490769
5400,chr12,StringTie,transcript,102417491,102480563,-,IGF1,NM_001111285.3,SRR19969217,63072,Uninvolved,102417490,102417817,327,327,0,5.7899601708972535,no change,145.87118592543,-1.96350005101982,0.683913352776988,-2.87097779718315,0.0040920426552911,0.0453866783220894
4450,chr16,StringTie,transcript,58392471,58406147,+,GINS3,NM_001126130.2,SRR19969213,13676,Uninvolved,58404729,58406147,1418,1418,0,7.257002707092073,no change,189.835932507435,1.27050080975478,0.366294271007087,3.46852492740788,0.0005233239744749,0.0099704266655356
5824,chr20,StringTie,transcript,44745865,44752313,+,KCNK15,NM_022358.4,SRR19969213,6448,Uninvolved,44750838,44752313,1475,1475,0,7.29641326877392,no change,233.483411918838,-2.70630634027957,0.617680231316626,-4.3814035208977,1.17917256115432e-05,0.0005521756531308
5808,chr12,aptardi,transcript,21765524,21774706,-,KCNJ8,NM_004982.4,SRR19969213,9182,Uninvolved,21764954,21765722,199,768,-569,5.293304824724492,shorter,402.916702010531,-1.3938606600915,0.490900087358326,-2.83939786524029,0.0045198761838377,0.0485859958490769
4344,chr10,StringTie,transcript,47300197,47313577,+,GDF10,NM_004962.5,SRR19969217,13380,Uninvolved,47312792,47313577,785,785,0,6.665683717782408,no change,128.865866201203,-2.33349864368329,0.67611159433225,-3.4513513201736,0.0005577869845066,0.0104717777835011
5212,chr2,StringTie,transcript,10302879,10427617,+,HPCAL1,XM_011510349.2,SRR19969213,124738,Uninvolved,10426723,10427617,894,894,0,6.795705775173514,no change,863.4467,0.6033819,0.1391442,4.336379,1.44849e-05,0.0006482287
5202,chr2,aptardi,transcript,176129705,176132419,+,HOXD8,NM_001199746.2,SRR19969216,2714,Uninvolved,176131612,176132695,807,1083,-276,6.693323668269949,shorter,261.3702,-1.777645,0.5286743,-3.362458,0.0007725191,0.01339981
4406,chr10,StringTie,transcript,116056925,116273009,-,GFRA1,NM_001348096.3,SRR19969218,216084,Uninvolved,116056924,116064397,7473,7473,0,8.91905180393029,no change,4711.05781138413,-6.14173916348542,0.95057151897485,-6.46110160139137,1.03943497841745e-10,2.67727292382291e-08
5407,chr11,StringTie,transcript,2129117,2140943,-,IGF2,NM_001291862.3,SRR19969216,11826,Uninvolved,2129116,2132986,3870,3870,0,8.261009786023827,no change,2555.02883839481,-2.37072685494465,0.779714959390332,-3.04050451564806,0.0023618214993948,0.0306269533453101
5204,chr2,aptardi,transcript,176129705,176132416,+,HOXD8,NM_019558.4,SRR19969216,2711,Uninvolved,176131612,176132695,804,1083,-279,6.689599269178967,shorter,261.3702,-1.777645,0.5286743,-3.362458,0.0007725191,0.01339981
5211,chr2,StringTie,transcript,10302124,10427617,+,HPCAL1,XM_017003952.1,SRR19969213,125493,Uninvolved,10426821,10427617,796,796,0,6.679599185844383,no change,831.88,0.6039815,0.1366857,4.418761,9.92684e-06,0.0004835344
4405,chr10,StringTie,transcript,116056925,116272225,-,GFRA1,NM_145793.7,SRR19969218,215300,Uninvolved,116056924,116064397,7473,7473,0,8.91905180393029,no change,4690.12822722125,-6.14252019029601,0.948741638574539,-6.47438664073498,9.51978493047767e-11,2.49732419939108e-08
5406,chr11,StringTie,transcript,2129117,2139389,-,IGF2,NM_000612.6,SRR19969216,10272,Uninvolved,2129116,2132986,3870,3870,0,8.261009786023827,no change,2585.44991542924,-2.35839513246062,0.782224911320026,-3.0149834124827,0.0025699331016886,0.0325104729642081
4915,chr16,StringTie,transcript,172876,173710,+,HBA2,NM_000517.6,SRR19969213,834,Uninvolved,173600,173710,110,110,0,4.700480365792417,no change,543.65695535935,-5.08440283850091,1.12330110423381,-4.52630449604064,6.00240764775303e-06,0.0003212815839392
